,Author,Date,Colour,Verification,Rating,Title,Desc
219,"['chandan mishra', [...]]","['4 December 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Better than the best', [...]]",[['Got a good deal with Amazon for such a wonderful phone']]
220,"['Amazon Customer', [...]]","['2 December 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Thanks Amazon for lovely deal.', [...]]",[['Got a good deal. Battery life is good.']]
221,"['Swetesh', [...]]","['3 January 2019', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Superb Deal', [...]]",[['Great deal with such a expensive product that u can’t say No']]
222,"['Rahul', [...]]","['14 December 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Best phone ever', [...]]",[['Thank you Amazon and apple ...one of the best beast among all phones']]
223,"['Wahid ansari', [...]]","['14 December 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['1.0 out of 5 stars', [...]]","['May be second class product providing by amazons', [...]]",[['This product not matching with other iPhones mobile back side front side ect']]
224,"['Balaji', [...]]","['3 December 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['iPhone excellent', [...]]",[['I just love it']]
225,"['Amazon Customer', [...]]","['5 December 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Amazing', [...]]",[['Amazing']]
226,"['Tejas ravindra paigude', [...]]","['4 December 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Awesome', [...]]","[['Got it at great price, definately worth it']]"
227,"['Abhiishek', [...]]","['17 November 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Super amazing', [...]]",[['The best price till date I have got and seen on any marketplace out there']]
228,"['XYZ', [...]]","['25 December 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['excellent', [...]]","[['no issue , fantastic product and delivery']]"
229,"['Dr Anup Kumar Dubey', [...]]","['4 December 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['1.0 out of 5 stars', [...]]","['Not worth buying', [...]]",[['Not value for money']]
230,"['Lalit Pal Singh', [...]]","['4 November 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['4.0 out of 5 stars', [...]]","['Nice phone and quick delivery', [...]]",[['Nice phone and quick delivery']]
231,"['Abhimanyu singh', [...]]","['26 November 2018', [...]]","['Colour: Silver', 'Size: 256GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['future is now', [...]]","[['this product is wow can say!', 'amazing performance with cydia']]"
232,"['Amazon Customer', [...]]","['17 October 2018', [...]]","['Colour: Space Grey', 'Size: 256GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Lovely..Got it in sale', [...]]",[['Lovely..Got it in sale']]
233,"['Praney jain', [...]]","['29 December 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['3.0 out of 5 stars', [...]]","['Not worth the amount', [...]]",[['Fine product but not worth the price']]
234,"['Sudharshan R Rikkamalle', [...]]","['19 December 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['APPLE IS APPLE THE ONE ONLY', [...]]",[['LAAZAWAB APPLE']]
235,"['Akshay kale', [...]]","['25 November 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Nice', [...]]","[['Nice, what I expected']]"
236,"['Kiran kumar', [...]]","['25 December 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Good', [...]]",[['Battery lifi and screen is good conditions']]
237,"['K krishnakishore', [...]]","['22 November 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['iPhone is an iPhone', [...]]",[['Awesome phone.']]
238,"['Rupesh Ganpat Raorane', [...]]","['12 January 2019', [...]]","['Colour: Space Grey', 'Size: 256GB', [...]]",[['Verified Purchase']],"['4.0 out of 5 stars', [...]]","['Awesome phone', [...]]",[['Good phone battery backup is very good.... amazing camera quality']]
239,"['ABHILASH ', [...]]","['16 January 2019', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['4.0 out of 5 stars', [...]]","['Good', [...]]",[['Good not the best']]
240,"['Amazon Customer', [...]]","['16 December 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Great battery fantastic display', [...]]",[['Great battery life better than any apple phone till now']]
241,"['khan_azhar', [...]]","['10 January 2019', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Touch of awesomeness', [...]]","[['No doubt best phone ever, but bit expensive 😜']]"
242,"['Kanth', [...]]","['3 December 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['iPhone x', [...]]",[['Excellent phone']]
243,"['Amazon Customer', [...]]","['18 November 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Acha hai', [...]]",[['Sab kuch acha hai']]
244,"['harsh tandon', [...]]","['10 January 2019', [...]]","['Colour: Space Grey', 'Size: 256GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Great', [...]]",[['Great product']]
245,"['Deepak K.', [...]]","['28 November 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['4.0 out of 5 stars', [...]]","['IPHONE X', [...]]",[['Battery life(iPhone X) is better to before launched iPhone..']]
246,"['Chetan', [...]]","['16 November 2018', [...]]","['Colour: Silver', 'Size: 256GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Good one', [...]]",[['Good one']]
247,"['Vedant', [...]]","['15 November 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Great phone', [...]]",[['Battery life is quite low the battery is dead by 6:00']]
248,"['B Raval', [...]]","['5 January 2019', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['My Best Buy ever', [...]]","[['Bought it for 69999 ₹ during sale, and I’m just loving it.']]"
249,"['amit kumar', [...]]","['18 December 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['good phone but over priced', [...]]",[['good phone but over priced']]
250,"['Himanshu Singh', [...]]","['4 November 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Its a good phone', [...]]","[['Go for it, its a good phone...']]"
251,"['ashish sangwan', [...]]","['30 December 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['1.0 out of 5 stars', [...]]","['Stop working after 15 days,', [...]]","[[""Phone goes blackout after 15 days, and didn't work.""]]"
252,"['Vishal', [...]]","['18 December 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Nice', [...]]",[['Nice']]
253,"['abhisek', [...]]","['29 November 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['The best ever phone from Apple', [...]]",[['Awesome phone......']]
254,"['rahul', [...]]","['14 December 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['The product is perfect as usual', [...]]",[['No regrates of buying this phone']]
255,"['Gurjyot Singh ', [...]]","['29 November 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Superb!!', [...]]",[['Great quality and genuine']]
256,"['Nitasha', [...]]","['6 January 2019', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Value for money', [...]]",[['Battery life should more otherwise nice']]
257,"['Kishore', [...]]","['7 November 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Simply AWESOME', [...]]",[['Superb Quality ....']]
258,"['Amazon Customer', [...]]","['1 January 2019', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Good', [...]]",[['Battery drains fast compared to others']]
259,"['Vishnu', [...]]","['20 December 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['4.0 out of 5 stars', [...]]","['Display is Awesome\U0001f929', [...]]",[['One of the best display phones out there in the market']]
260,"['Sheriff S.', [...]]","['20 December 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Perfect', [...]]",[['Awesome product']]
261,"['Jeswanth', [...]]","['1 January 2019', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['4.0 out of 5 stars', [...]]","['iPhone x', [...]]","[[""Battery is a bit draining fast compared to my iPad:'(""]]"
262,"['Amazon Customer', [...]]","['26 October 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['3.0 out of 5 stars', [...]]","['Face id does not work always', [...]]",[['Face id does not work always. Not worth the price.']]
263,"['rajan kumar', [...]]","['7 December 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['2.0 out of 5 stars', [...]]","['Over hyped product', [...]]",[['Terrible battery life']]
264,"['Mradul goel', [...]]","['14 November 2018', [...]]","['Colour: Space Grey', 'Size: 256GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Awesome Phone', [...]]",[['Just amazing.']]
265,"['rajat', [...]]","['25 December 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Perfect phone', [...]]",[['Awesome phone']]
266,"['Dr. Kirpal singh', [...]]","['4 December 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Value for money', [...]]",[['Battery life is good as compared to previous iPhones']]
267,"['karan pa', [...]]","['9 November 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Greate Phone', [...]]","[['its a genuine product, do by it. it is great phone.']]"
268,"['Sandeep', [...]]","['3 November 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Must purchase thankx Amazon', [...]]",[['Very nice']]
269,"['Dhruv goel', [...]]","['6 December 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['4.0 out of 5 stars', [...]]","['Good', [...]]",[['Good']]
270,"['Amazon Customer', [...]]","['11 December 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Excellent phone!!', [...]]",[['Nice product from apple!! Happy to have it']]
271,"['Manish', [...]]","['13 December 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Good phone at a great deal 👍', [...]]",[['Battery life is a challenge with all apple phones']]
272,"['Vikash', [...]]","['1 January 2019', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Good phone', [...]]",[['Good phone']]
273,"['Mitul Goel', [...]]","['23 December 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Good', [...]]",[['Good phone']]
274,"['Gaurav', [...]]","['2 November 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['great', [...]]",[['excellent phone. liked it very much. worth it']]
275,"['madhav', [...]]","['9 January 2019', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['😍', [...]]",[['❤️']]
276,"['ajay', [...]]","['29 November 2018', [...]]","['Colour: Silver', 'Size: 256GB', [...]]",[['Verified Purchase']],"['2.0 out of 5 stars', [...]]","['Not worthy pixel 2 is better', [...]]",[['Not a great phone']]
277,"['Alok', [...]]","['1 December 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['This is apple', [...]]",[['Grt stuff']]
278,"['Arindam', [...]]","['16 December 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Best phone ever', [...]]","[['Love the performance, camera and build.']]"
279,"['Dinesh', [...]]","['10 December 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Phone is very nice but battery durability is not moRe', [...]]",[['Nice phone but battery is not working long time']]
280,"['Komal rastogi', [...]]","['20 November 2018', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Awesome experience', [...]]",[['Bought it one month ago and I m totally loving it']]
281,"['Amazon Customer', [...]]","['23 November 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['1.0 out of 5 stars', [...]]","['FAKE', [...]]",[['Recived a fake i phone asking for return']]
282,"['Ajay kumar', [...]]","['3 January 2019', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Amazing phone', [...]]",[['Everything about this phone is amazing']]
283,"['Amazon Customer', [...]]","['9 November 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['1.0 out of 5 stars', [...]]","['Battery issue', [...]]",[['Battery life is poor and phone gets overheated']]
284,"['Chandan kumar', [...]]","['9 January 2019', [...]]","['Colour: Silver', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Superb quality Original iPhone', [...]]",[['Original iPhone superb quality']]
285,"['Sijo Thomas', [...]]","['2 November 2018', [...]]","['Colour: Silver', 'Size: 256GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Good camera', [...]]",[['Good camera']]
286,"['Amazon Customer', [...]]","['15 December 2018', [...]]","['Colour: Space Grey', 'Size: 256GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Super smartphone', [...]]","[['Two days battery backup, Awesome touch screen']]"
287,"['jitendra kumar', [...]]","['18 October 2018', [...]]","['Colour: Space Grey', 'Size: 64GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['TIMELY DELIVER', [...]]","[['LIKE  FULL SCREEN VIEW, DISLIKE -OVER WEIGHT']]"
288,"['George J.', [...]]","['7 November 2018', [...]]","['Colour: Silver', 'Size: 256GB', [...]]",[['Verified Purchase']],"['5.0 out of 5 stars', [...]]","['Awesome phone with good battery backup', [...]]",[['Awesome phone with good battery backup']]
